sentence,label
"As part of the activities of the two projects led by Cedric Boeckx (a Marie Curie International Reintegration Grant from the European Union (PIRG-GA-2009-256413) and a grant from the Spanish Ministry of Economy and Competitiveness (FFI-2010-20634), scholars came to visit our group (Biolinguistics Initiative Barcelona) and gave seminar talks. Pedro Tiago Martins and Evelina Leivada took advantage of these visits to interview our guests on various topics in Biolinguistics. All of the interviews will eventually be made available on our blog, under the rubric ""(Inter)views on Biolinguistics"".

We will start with Marc Hauser, who we had the pleasure to welcome for two talks last March.",0
"Sign languages are known to display the same general grammatical properties as spoken languages ('Universal Grammar'), but also to make greater use of iconic mechanisms. In Schlenker et al., to appear, it was argued that  loci (= positions in signing space corresponding to discourse referents) can have an iconic semantics, in the sense that certain geometric relations among loci (subset and relative complementation, as well as high/low position relative to the signer) are preserved by the interpretation function. Here we ask whether plural and height specifications of loci display the formal behavior of phi-features in remaining uninterpreted in focus- and ellipsis-constructions (as in the bound readings of Mary admires herself, and John does too,  and of Only Mary admires herself). Data from ASL and LSF show that plural and height specifications may indeed remain uninterpreted in these constructions; furthermore, there are cases in which a single high locus is construed iconically and left uninterpreted in the course of ellipsis resolution. We argue that our data are compatible with two theories. According to the Strong View, plural and height specifications of loci display exactly the behavior of spoken language features. According to the 'Weak View', our data just show that plural and height specifications share the behavior of features and other non-assertive elements in being separable from the referential terms they specify. Our LSF data are compatible with the Weak View; our ASL might provide support for the Strong View. While we only aim to open the debate about the featural status of iconic specifications, the question is of some importance: if features are innate and primitive elements of grammar, and if some of them have an intrinsically geometric semantics, the signed modality might play a greater role than is usually thought at the very core of Universal Grammar.",1
"This paper, a commentary on Harley 2014, explores cases of disuppletive roots, such as 'destroy/destruct', 'persons/people', and 'worse/badder', the predominant approach to which is to assume that these come from different roots. We adopt a monoradical approach to such cases, claiming that they always involve the same root, but that the suppletive allomorphy is conditioned by the presence or absence of additional functional heads in the structure. We also posit that defective verbs in Spanish, an extreme case of disuppletion (whereby one of the exponents of this root is ineffable), receive a straightforward analysis as a case of contextually limited allomorphy, following Harley's postulate that certain formatives may have no elsewhere item on either the LF or the PF side (the Encyclopedic List and the Exponent List, respectively).",0
"In this paper we address the nature, syntax and semantics of clitics. Our focus is on the syntax-semantics interface, since we will attempt to provide a model for interpretation of clitics and their associate constituents. We will address the problem of so-called ""clitic doubling"", to see the semantic consequences that different syntactic configurations have, and investigate on how syntactic operations are triggered by the need to generate interface effects. We will put forth the thesis that clitics are procedural elements whose function is to license the presence of their associates and provide the semantic interface with instructions as to how to manipulate those sortal associates. Our argumentation will take elements from formal syntax (Radical Minimalism) and semantics-pragmatics (Relevance Theory) to configure an interface-based approach in which no phenomenon is studied in substantive isolation, but taking into account the interaction between different components of the system. Our aim is to provide prospects for a unified theory of the syntax-semantics of clitics, drawing on data from Spanish to support our theoretical claims.",0
"This paper deals with the diachrony of complementizer omission (C-omission) in Italian. C-omission is restricted to [-realis] clauses in Old as well as in Modern Italian, and to some types of declarative clauses in Modern Florentine (Cocchi & Poletto, 2005). This phenomenon is instead much more pervasive in the Renaissance period (Wanner 1981, Scorretti 1991) and invests basically all types of subordinate clauses. The present study concentrates on C-omission in Renaissance Italian relative clauses, which is attested in both subject and non-subject extractions. There is an asymmetry in the frequency of C-omission in subject on-subject relative clauses, which is analyzed as the result of the combination of the active/inactive alignment that characterizes both Old and Renaissance Italian, and the loss of V2. The active/inactive distinction is attributed to the presence of a strong (*) feature on the low-phase head, Voice*, whereas the loss of V2 results from a parametric change on the higher phase head: from Fin* to Fin. The argument is corroborated by further comparative facts from Old Occitan and Old French.",0
"Starting with the seminal work of Szabolcsi, morphologically unmarked and Dative-marked possessors in Hungarian have been the subject of rich investigation. Anaphoric possessive constructions, however, have remained poorly researched. In these possessives the possessor bears the mysterious -é suffix and the covert possessum is interpreted under identity with an antecedent. This paper presents new evidence in favour of Bartos' (2001) analysis of anaphoric possessives, which holds that -é is the Genitive case. I further argue that anaphoric possessives in Hungarian involve a pro-form rather than deletion of a lexical noun, and this accounts for the restricted modification of the possessum.",0
"Both 'once' and 'twice' are complex phrases (containing two visible morphemes and one silent one), rather than simple lexical items.  The presence of silent TIME with 'once' and 'twice' (and in other cases mentioned) indirectly reinforces the presence of other antecedentless silent elements in the human language faculty.  Since silent elements of this sort are not visible (even via an antecedent) in the primary data available to the learner, study of their properties, for example of their singularity or plurality, and of their licensing conditions, provides us with a privileged window onto the invariant core of the language faculty itself.",0
"In this paper we study the interaction between ellipsis and inflectional morphology and put forward a
generalization about ellipsis blocking the application of some morphological operations. Working in
the Distributed Morphology framework, we will demonstrate this generalization in the realm of NP
ellipsis. We will show that NP ellipsis can lead to stranded affix filter violations, and that there are
various strategies languages can resort to in order to resolve problems of convergence that stranded
affixes cause at the PF interface. The resolution of the stranded affix filter configuration is
responsible for the well-known observation that heads preceding NP ellipsis sites need to show overt
inflection in languages that inflect these heads (Lobeck 1995).",0
"This paper uses the realisation of locative-related roles in Balinese to show that there is noclear-cut distinction between arguments and adjuncts, supporting the gradient nature of grammatical functions (cf. Croft 2001; Langacker 1987; Aarts 2007). It argues that argumenthood is not wholly a property of a lexical head predicate and that a purely lexically based projectionist approach to syntactic argument structures cannot be maintained. It also explores the effect that the interplay between relevant properties of locatives has on their recruitability as arguments, and a novel argument-index analysis is proposed as a means to distinguish adjuncts from arguments. The analysis makes use of both general and language- specific morphosyntactic and morphosemantic tests.                                             
    Investigation of locative-related roles reveals that certain properties determine their status in the argument-adjunct continuum: thematic, individuated and animate locatives are moreargument-like than non-thematic, inanimate and general deictic locatives (in line with Kittilä2007, 2008; Peterson 2007). Interplay between these properties is shown to affect argument recruitment in Balinese, based on the value of the argument index for a given locative-relatedrole. More generally, there also is evidence that languages vary in whether they allow true adjuncts to be recruited as arguments at all",1
"In this paper I argue that Legate et al.'s (2013) ""evisceration"" of Levinson (2013) should be rejected on factual and ethical grounds. Instead of addressing shortcomings of Levinson (2013) Legate et al. add their own misrepresentations, mischaracterizations, and double standards (making the title Recursive Misrepresentations mostly self-referential). I conclude that one can hardly expect any progress in the recursion debate before the disrespectful attitude towards intellectual opponents is eliminated from bio-linguistics.",0
"In this paper, the interplay between semantic compositionality and the supposed naming function of word-formation products is investigated. Specifically, I will focus on the question of how these factors relate to the perceived novelty or ""markedness"" of newly formed compounds. For the analysis, we will concentrate on novel adjective-noun compounds, e.g., 'Blauschachtel' ('blue_box'), 'Schmalmesser' ('slim_knife') etc., with occasional glances at noun-noun compounds where relevant. We will start from a lexicalist perspective and the conventional assumption that, in German, word-formation is the preferred route for establishing a concept's name, put this assumption to several tests and prove it to be correct. In the second part of the paper, I will argue that a systematic relation holds between the markedness of an A-N compound and its interpretation as a kind name as well as its affinity to be lexicalized. Crucially, this relationship will be traced back to a pragmatic principle, which holds that deviance from a conventionalized form (that is, in our case, from a phrasal expression like 'schmales Messer' ('slim knife') implies deviance from the meaning of this form – which, in turn, results in a re-interpretation as a kind name and in semantic specialization. Consequently, interpretation as kind name and semantic specialization in compounds will be characterized as the cause for potential lexicalization and not as its effect, as is often proposed in the literature. Some remarks about the compatibility of the proposed analysis to alternative, non-rule-based approaches (e.g., Construction Grammar) will conclude my paper.",0
"This is a rewritten version of lingbuzz/001176, written as a paper rather than a talk, with numerous changes. However, the core ideas are identical, so the abstract for lingbuzz/001176 stands: Minimalist syntax has focussed a great deal on parametric variation, implementing this via featural properties of functional heads. This paper tackles individual level variability, building a minimalist type theory that allows us to capture this aspect of linguistic variation. The proposal builds on the idea that self-Merge can only be ruled out by stipulation, and removal of this stipulation allows unary branching structures into our system. I propose that these unary branching structures take the place of functional sequences, reserving binary Merge for specifiers (and hence recursion), and that they also (following Brody 2000) provide us with insertion loci for spellout. Within such a system, one is able to capture both parametric variation (as a property of which labelled functional sequences remain after acquisition) and individual level variability, as the underdetermined insertion of phonological material into these sequences. I draw out the way that the resulting theory interacts with issues of blocking, linguistic variability, and language change.",0
"The paper argues in favour of a universal DP hypothesis in articleless Czech. The data are demonstrated showing the semantic, morphological and syntactic evidence supporting the existence of a functional domain with a usually covert head above the projection of a lexical Noun. The semantic arguments are based on interpretation and binding facts. The pronominal morphology of the candidates for the lexical entries in the functional domain is compared with the Czech adjectival morphology, showing the distinction between the two. In syntactic domain the distribution and word order restrictions are demonstrated together with the results of corpora search.",0
"In this paper I compare the morphosyntax of lexical entries called Possessive (POSS) in English and Czech. I demonstrate that both the English and Czech nominal structures contain lexical and functional domains which host elements called Possessives. The interpretation of Possessives in both languages can be related to a universal thematic hierarchy distributing semantic roles between prenominal Possessives and postnominal Genitives. However, although Czech and English structures are rather similar, there are specific formal distinctions between the two, which limit their usage. Then, the languages apply comparable strategies to disambiguate and compensate for the specificity of their respective Possessives. I show that as a result of the formal distinctions in the constituent characteristics in the two languages, semantically and functionally adequate equivalents may be realised using distinct (but predictable) formal means.",0
"This study focuses on accounting for allomorphy in Latin case umber inflection. It attributes essentially all of it to the influence of adjacent features of standard segmental phonology on morphemes expressing case assignment. Indeed, other languages lead linguists to expect that allomorphy at a stem-suffix border can depend on any feature of a final vowel: ±Low, ±High, ±Round, ±Back, ±Consonantal or ±Syllabic. Empirically, it turns out that no two Latin stem-final vowels induce identical allomorphy in case umber suffixes, nor the same allomorphy as final consonants. Moreover, some (not much) phonologically conditioned allomorphy is phonetically opaque. 
These two factors have led traditional scholarship to conclude that each stem-final segment should define a separate classification of noun suffixation or ""declension"". As there are basically six types of final segment (a, o, u, i, e and consonants), each then gives rise to a different declension (stems with final i are often put in some other group or considered irregular), thus creating five (or six) declensions. Tradition then goes on to analyse stem-final vowels not as part of stems but as some kind of separate morphemes called ""thematic vowels"" (with no role in either syntax or phonology). 
This essay argues rather that an unflinching modern and formal approach to inflectional allomorphy, exactly analogous to using phonology to reduce regular English plurals to a single lexical form, succeeds in sweeping away the sandcastle of Latin declensions and better captures the actual descriptive generalizations that account for Latin case inflection.",0
"This is a handbook article with the following sections:

Introduction: three ergativity properties
Ways of being ergative (an overview of major typological parameters and proposed universals)
Theories of ergativity in case and its relatives
Theories of ergativity in A' movement
Future directions in ergativity studies",0
"The conditions on allomorphic variation, including suppletion, play a central role in debates about the nature of the interaction between phonology and morphology and between theories that are localist versus those that are globalist. One of the central arguments for one version of a localist architecture comes from a putative generalization that selection of allomorphs is strictly local, a claim I will call the Node Adjacency Hypothesis: in particular, that the appearance of a particular outward-sensitive allomorph μ can be conditioned only by morphosyntactic features of an element that is linearly adjacent to μ. In this paper, I present two cases of outward-sensitive allomorph selection that require access to morphosyntactic features of nodes that are not adjacent to the allomorph, from Greek and from English, and show that an alternative generalization using the notion of spanning, the Span Adjacency Hypothesis, can capture these cases without permitting a range of unattested allomorphic variation.",0
"The topic of this paper can be exemplified by the final clause of the following attested sentence: 'I don't know how he found out that she belonged to that lass, but find out he has'. Clauses like this one show a preposed verb phrase that is headed by a plain verb whereas the non-preposed verb phrase of their canonical counterparts is obligatorily headed by a perfect participle (i.e. 'he has {found / *find} out)'. This peculiarity of verb phrase preposing, which will be referred to as the perfect participle paradox, has seldom been discussed. The paper starts by showing that clauses that manifest the paradox are more frequent in the Corpus of Contemporary American English and in the British National Corpus than their non-paradoxical analogues with preposed canonical perfect participles. The paper then looks at the paradox from the point of view of generative syntax, discusses and rejects previous analyses, and argues that a solution of it entails the rejection of two assumptions that have been associated with a lexicalist position, especially by proponents of distributed morphology. These are the assumptions that a) a syntactic terminal is an item supplied by the lexicon and comprising a phonological representation and b) that syntax may not manipulate the internal structure of syntactic terminals. The paper proposes an analysis that is not based on these assumptions, but argues that the analysis does not entail the superiority of a distributed morphology framework.",0
"The article contributes to the typology of structural factors constraining argument realization in nominalizations, focussing on English –er-nominals. It first reappraises the conclusions of earlier studies on when –er-nominals can express verbal arguments. Derivations disallowing argument linking (with -er and other affixes) are treated as semantically and structurally parallel to nominal compounds, and their argumentstructural behaviour is attributed to a generalization that base-generated complex heads prohibit realization of arguments of the nonhead outside the complex head, with principled exceptions. Regarding argument-realizing –er-nominals, we observe an idiolect split in which some speakers allow the full range of argument structures permitted by head movement analyses, while less liberal idiolects require a (lexicalistinspired but syntactically implemented) analysis where –er is a Voice head that selects V°, forcing arguments of V to merge above affixation as arguments of nouns, which is
only possible for PP and of-insertion arguments.",0
"Finiteness bears on issues pertaining to some of the most central properties of a clause: its tense, aspect, mood, agreement, the referential properties and case-marking of its subject and, more generally, the way in which the clause is anchored to a higher one or to the utterance context. And yet, given the increasing amount of empirical evidence challenging conventional definitions of finiteness, it remains one of the least understood concepts in linguistic theory. The series of eleven papers in this volume presents new evidence on the nature of finiteness from a number of hitherto understudied languages, namely those of the Indo-Aryan and Dravidian language families spoken in South Asia. The hope is that these papers will encourage the reader to deepen their knowledge and simultaneously question their existing view of finiteness. This introductory article sets the stage for the rest of this volume: we briefly describe the content of the individual papers included here and situate them within the larger context of the rich dialogue on finiteness.",0
"In this paper, I will present a cross-linguistic analysis of the syntax of items signalling temporal distance. Basing on insight form cartography and nanosyntax, I will shown that the mechanism of Phrasal Spell-out (and the Superset Principle) can elegantly explain why in many language 'before' and 'ago' meanings are expressed with the same word. 
Above all, I will present a previously unnoticed *ABA constraint (cf. Caha 2009; Bobaljik 2012) on lexical spans in the domain of temporal distance. The *ABA pattern will be crucial to account for possible counterexamples of Haspelmath's (1997) fairly robust descriptive generalization, which states that forms expressing spatial relations of front and back regularly express, respectively, anteriority and posteriority across languages when they are 'shifted' from space to time (namely, before ≈ in front; after ≈ back).",0
"Domains of phonological computation, i.e. strings that are computed by phonology in one go, can be identified in two ways: derivationally and representationally. In earlier models of the architecture of grammar, the former is carried out by cyclic derivation or by levels in Lexical Phonology; under current theories it is achieved through strata in Stratal Optimality Theory or phases. In the representational approach, phonologically relevant chunks are expressed as juncture phonemes in structuralism, as hash marks (#) in SPE, and, since the early 1980s, as prosodic constituency (Prosodic Word etc.) 
Since SPE, both ways of defining chunks have been considered to be compatible, and since the development of Prosodic Phonology in the early 1980s, the division of labor has been roughly defined by word size: cycles determine domains below the word level, while prosodic constituents delineate domains of word size or larger. That is, roughly, Lexical Phonology can handle strings of morphemes but cannot identify larger units because postlexical phonology is non-cyclic. Strings of words are therefore structured by prosodic constituency. 
If phase theory is on the right track, this division of labor must be wrong: the very essence of phase theory is to define items that are bigger than the word, and to send them to PF (and LF). Against this backdrop, our first goal is to show that there can only be one chunk-defining device: theory cannot afford to have the same work done twice. 
The second goal of the paper follows on from this idea. As it stands, phase theory is unable to describe all phonologically relevant chunks, as these are too small and too diverse to be delineated in the current working. In order to qualify as the only chunk-defining device in grammar, phase theory needs to be made more flexible: in other words, it needs to be adapted to the demands of phonology.
We refer to this modified version of phase theory as Modular PIC as it allows for the PIC to produce an effect in one module, but not in another.",0
"In this chapter, we aim to continue our account of word order in a simple clause in English, now considering the merge of arguments and adjuncts. At the same time we extend the feature theory and features needed in the MSyn system to obtain 'displacement' of a phrase, leaving the LF intact. Whereas Chapter 3 discussed displacement as the LF-preserving residue of 'head movement' under Agree (feature percolation and unification), this chapter discusses the displacement which is the LF-preserving residue of 'phrasal movement' under Agree. We first give a brief overview of how the grammar works, as argued for in chapters two and three. (A draft of chapter 3 is available at lingbuzz/001615). Comments very welcome.",0
"This paper was published in the online journal CORELA, open access at
http://corela.edel.univ-poitiers.fr/index.php?id=2952
The pdf is a pre-publication version.

The corpus was, is and will be a valuable tool that helps pursuing a goal. Its ontological status as a tool will not change, no matter how fabulous the computational power, storage capacity, access and transmission speed, and whatever the size of the corpus. The corpus is a data source among others (namely grammaticality judgements), which has specific advantages and limitations that the user needs to be aware of – like for any other tool.
Drowned in the ambient utilitarianism and project-hysteria, many people believe, overtly or tacitly (or without being aware that they do), that research which involves the building of a corpus coupled with exploitation by a ""powerful"" computer programme, is more serious than a competitor which does not. Some even believe that the whole purpose of a research project may be the creation of a corpus, and that the corpus will produce science by itself, i.e. substitute itself to reasoning and the data-expectation dialectic. The same ideology promotes the idea that whatever scientific statement is made, it needs to be statistically relevant. This is where the corpus stops being a tool, i.e. where the system goes mad. And it did on a large scale in the past decade or so. Poor corpora are in the middle of this thunderstorm, and are abundantly abused by the ideology in place.",1
"Different analyses have been applied to the distinction between CV and CVC syllabic reduplication in Hiaki (Yaqui), which has a complex system of reduplicative allomorphy. Haugen 2003 proposes that CVC reduplication is dependent upon the syllable structure of the verb (an onset consonant of the second syllable of a verb stem cannot serve as a coda in a reduplicant), but Harley & Leyva 2009 regard CVC reduplication as copying CVC roots. This paper demonstrates that neither approach is fully adequate to account for all cases of syllabic reduplication in Hiaki. Rather, Hiaki grammar references both roots (morphological constituents) and syllable structure (prosodic constituents) for different classes of reduplication. Prosodic base-dependence at the level of the syllable is typologically rare but not otherwise unattested in syllabic reduplication.",0
"Bobaljik (2012) proposes a stringent locality constraint on the conditioning of suppletion: the
insertion of suppletive vocabulary items can be sensitive to features within the same maximal projection, but not across a maximal projection boundary. Among heads (X˚ nodes), this condition restricts suppletion to synthetic formations and excludes suppletion in analogous analytic formations. A large survey of suppletion in comparative and superlative formation revealed numerous examples of root suppletion triggered by the comparative affix, while no examples of a pattern in which root suppletion is triggered by a free-standing comparative adverb were found, entirely consistent with the locality condition on suppletion.

Hiaki provides examples of apparent conditioning of suppletion in phrasal constructions, which seem to constitute prima facie counter-examples. The number of a subject DP can trigger suppletion of the verb in a certain class of intransitive verbs. We show that these apparent counterexamples do not in fact contradict Bobaljik's 2012 generalization, as the verbs in question can be shown by language-internal diagnostics to be unaccusative; suppletion, then, is in fact triggered by an element within the maximal projection of the suppleting verb. The analysis supports the position in Kratzer 1996, Marantz, 1997, Harley 2011, that internal arguments are base-generated as sisters to their selecting verb, rather than in a separate functional projection. Only in this configuration do the number suppletion facts form a single generalization with the facts from comparative suppletion. The Hiaki suppletion examples make the additional, and important, point, that the locality condition in (1) is not tantamount to a distinction between word-internal and word-external triggers of suppletion, but is rather a condition of structural locality, supporting the central tenet of Distributed Morphology (Halle and Marantz 1993) that morphological structure is, in a fundamental way, syntactic.",0
"Romance nouns display a well-known case of plural isogloss. This consists of two groups of languages: those pluralizing by suffixating -s (cf. Spanish), and those pluralizing by changing the quality of the final vowel (cf. Italian).
In this paper, I propose an explanation to the morphological isogloss. More precisely, I argue that the cross-linguistic diversity within Romance depends on morpho-phonological parameters on the structure of the noun. These parameters consist of language-particular restrictions on the form of the (nominal) roots and the exponents of gender and number.",0
"This paper is the most recent review article on experimental approaches to rendaku, voicing that occurs in Japanese compound formation.

***

This paper will appear in some way or another in the following overview book on rendaku.

""Vance Timothy and Irwin Mark (eds.) Perspectives on rendaku: Sequential voicing in Japanese compounds. Berlin: Mouton."" 

Most likely this article is going to be edited significantly, and even other authors may edit it. I am circulating the paper at this stage in Dec 2013, hoping that this paper in its current form may be useful for those who consider running experiments on rendaku.

Please feel free to send your comments and concerns to Shigeto Kawahara. If you run a new experiment on rendaku, please do let me know as well.
***",0
"This dissertation develops a unified syntax for what is often called sentence negation (SN) and constituent negation (CN). I argue that a negative marker, which is usually considered an indivisible unit, can be decomposed into four subatomic features, which can each take scope in a different position in the clause. Under this approach negation is viewed as a complex predicate negator.
This dissertation consists of four parts. The first part introduces the topic and the empirical domain and provides the necessary theoretical background. In the second part the internal syntax of negation is investigated and the third part focusses on how the link between the internal syntax and the external syntax of negation can be established. The final part provides support for the account and extends the proposal.
The empirical trigger for the decomposition of the negative marker into subatomic features is the observation that there are syncretisms between markers expressing SN and markers expressing CN in some languages. From a nanosyntactic perspective syncretism patterns are meaningful. They point to hidden or underlying structure within a unit that is thought of as indivisible. The research hypothesis in this dissertation is therefore that there meaningful syncretism patterns within the domain of negative markers.
In order to be able to detect syncretisms it is necessary to know which types of negative markers there are. On the basis of four properties of negative markers, namely 1) their scope, 2) their ability to stack on other negative markers, 3) their semantic label and 4) their function, a classification of four types of negative marker is made. I distinguish negative polarity markers (PolNeg), focus markers (FocNeg), degree markers (DegNeg) and quantity markers (QNeg).
By means of this four-way classification I look at nine different languages and I detect syncretism patterns within the domain of negative markers. Starting from this ob- servation, the negative marker which is now considered the set of all negative markers, can be decomposed into its subatomic features: N1, N2, N3, N4. From a nanosyntactic perspective every feature corresponds to a syntactic head. This leads to the hierarchical organization of these four features into a binary negative nanospine. I furthermore argue that this negative nanospine is inserted as a complex constituent in the specifier of an abstract semantically negative head, more precisely SpecNegP.

On the basis of the negative nanospine and reconstruction effects I argue in the next part that NegP is base-generated on a lexical predicate. Negation is thus perceived of as a predicate negator rather than a propositional negator, which can have four negative features in its specifier. These negative markers determine the scope of the abstract negator, but are themselves not semantically negative. They are negative scope markers rather than negators.
Furthermore I explain how the features in the nanospine take scope in the positions in the clause. The four positions in the clause that I distinguish for negative scope are PolP, FocP, DegP and QP. I develop a valuation-driven feature system which allows interactions between the markers in the nanospine and the clausal scope projections. The account provides support for a feature system which allows uninterpretable but valued features to be deleted without checking. Checking or not checking leads to interpretative differences.

In a final part I discuss how intervention effects caused by the modal auxiliary must and quantificational adverbs provide support for the proposal developed in this dissertation. I extend the proposal to French negation and I show how the system can capture diachronic change.",1
"In this paper, we address the unproductivity of irregular verbal ""L""-patterns in Portuguese, Italian and Spanish diachronically in a corpus linguistic study. Using openly available corpora, we answer two questions systematically: firstly whether the size of an active lexicon of a speaker/community remains constant, and secondly, whether the productivity of the regular verbal forms in the first
conjugation -ar(e) increases over time and is a function of verb vocabulary size. By running random sampling simulations on both large and small corpora from different sources for each language, we found a consistent increase, especially after 1750, in both verb vocabulary size and productivity of the regular verbal form -ar(e). The results suggested that productivity of the
regular verbal form is likely to be caused by the increase in verb vocabulary size, and as more new verbs come into a language, they will most likely fall into the first conjugation. This increase in the ratio of new verbs being assigned to the first conjugation caused the irregular forms in the second
and third conjugations -er(e) and -ir(e) to become less productive over time. Finally, we speculate that the 1750 shift across all corpora is possibly caused by the industrial revolution which started around 1760.",0
"Basing my conclusions on Mainland Scandinavian, primarily Swedish, I argue that a strict division has to be made between three concepts or dimensions of gender: formal gender, semantic gender and lexical gender. Lexical gender is a salient meaning component of a noun; this dimension of gender is syntactically inert. Semantic gender is a category of thought, conveyed by pronominal resources. Semantic genders are for instance categories such as MALE – FEMALE, COUNTABLE – NON-COUNTABLE, and ANIMATE – NON-ANIMATE. Formal gender is a piece of phonology that is added post-syntactically to a derivation. The three dimensions are clearly separate, but they interact, and the pronominal forms associated with the different dimensions are sometimes identical, which might blur the picture.
The formal gender features have basically the same status as the phonological features of a root. Thus, formal gender does not carry any inherent meaning, but participates in the spell-out of semantic distinctions, for example ANIMATE – INANIMATE. Of particular importance is the idea that the feature NEUTER is used in Mainland Scandinavian to spell out the absence of a number feature, which accounts for neuter agreement on so-called pancake sentences. An effect is that NEUTER in such contexts corresponds to NON-COUNTABILITY.
Drawing on work done in the 80s (Bosch 1983, 1986; Cornish 1983), I argue that it is necessary to distinguish between pronouns that refer to a linguistic entity, for example a DP, and pronouns that refer to a discourse entity. This is, in fact, what lies behind they properties of hybrid nouns (Corbett 1991), which are cases where the two ways of making reference make use of different pronominal forms. For Swedish the pronouns den (it.C) 'it' and det (it.N) 'it' are carefully discussed. It is shown that these pronouns can be used for reference to noun phrases, where the head nouns are formally COMMON GENDER or NEUTER, as well as to to COUNTABLE or NON-COUNTABLE discourse entities.
The analyses are based on Swedish and Mainland Scandinavian, but an out-look is made to some related languages.",0
"'Lateral' grammaticalization (Chinese de and shi) is similar to yet different from grammaticalization in Minimalism, since while both involve 'structural simplification', the latter displays 'phonological weakening', 'univerbation' and 'semantic bleaching' which the former does not (Tse (2013a, b)). There is another functional category which is not analysed in Roberts and Roussou's (2003) Minimalist account of grammaticalization, namely K(case), which is postulated to represented morphological case (van Kemenade and Vincent (1997:18-21)). An analysis of case-markers (K) in Chinese (ba) suggests that they are 'laterally' grammaticalized, which is significant for Chinese and modern Case theory since it entails that K(case) is not universal and cannot be equated with abstract Case.",0
"This dissertation provides a novel perspective on direct object marking. I essentially argue that object agreement markers are the spell-out on verbs of differential object markers base-generated within direct objects.The theory is developed in the Nanosyntactic framework on the basis of Hungarian data. It is then extended to lay the foundations for a nanosyntactic analysis of direct object marking cross-linguistically. 
I start with an introduction to the Nanosyntactic framework. Then, I present the phenomenon of object agreement in Hungarian, in which the definiteness of a direct object is morphologically encoded on the finite verb. I then proceed to a meticulous decomposition of Hungarian pronominal direct objects and object agreement markers. I show that the latter are the spell out of a structural layer base-generated within the former. Subsequently, I extend the analysis to Hungarian full direct object DPs. On the basis of cross-linguistic differential object marking data, I argue that the structure of definite direct objects contains (at least) one more layer than the structure of indefinite direct objects. This additional layer is usually spelled out by a preposition or a morpheme affixed on direct objects. In Hungarian, however, this layer raises to the vicinity of the verb (I argue that this movement is triggered by QR). Hence, contra traditional approaches, definiteness marking of a direct object in Hungarian does not result from a feature valuation mechanism between a verb and its direct object but from the spell-out on the verb of a differential object marker. 
Finally, I suggest to extend this analysis of direct object agreement to other languages such as Ostyak, Swahili and French.",0
"In this paper, I discuss Austro-Bavarian directionals which adhere to the following pattern: preposition plus suffix -a or -i, as for example in ""auffa"" (upwards-a) and ""auffi"" (upwards- i). They indicate that movement occurs either towards the speaker's location (-a) or towards a location distinct from the speaker's location (-i). I argue that this alternation is an overt manifestation the semantic universal of central versus non-central coincidence as proposed by Hale (1986). I analyze the directionals as fully fledged PathPs whose internal syntax is based on Ritter and Wiltschko's (2009) implementation of the coincidence theme. These directionals show that dialectal data can confirm both semantic and syntactic universals that have been argued for on the basis of entirely unrelated domains and languages.",0
"This dissertation is concerned with the deictic and grammatical category person and its associated linguistic expressions: indexical, i.e. first and second person, pronouns. Under the hypothesis that sentence meaning is computed from how words and their associated lexical information combine with each other, indexical pronouns present an interesting challenge: their actual referent can only be determined once interpreted with respect to the utterance context they are being used in. Formulated within the Chomskyan framework of generative syntax, this thesis develops a novel approach to the relationship between the morphosyntactic content, the interpretational ranges, and the associated crosslinguistic variation of these pronouns. Primarily based on data from Dutch, English, German (Indoeuropean), and Blackfoot (Algonquian), the main conclusion of this thesis is that person is derivative of spatiotemporal information: Firstly, temporal information plays a crucial role in its interpretation. Secondly, spatial information contributes the necessary contextual anchoring. Empirically, this dissertation draws on data from the domains of genericity, possession, tense, and modality. On the basis of this evidence it is shown that the spatiotemporal information underlying indexical pronouns is also encoded morphosyntactically. From a broader perspective, this dissertation addresses questions concerning the relation between context and syntax, morphology and syntax, as well as syntax and semantics.",0
"This is an invited commentary on an NLLT article by Berit Gehrke ('Adjectival participles, event kind modification and pseudo-incorporation'). Like the commented-on article, it mainly focusses on the constraints on by-phrases and modifiers with (German) adjectival participles. It critically examines Gehrke's claims, including the claims that the modifiers are pseudo-incorporated into the participle and that participles refer to event kinds rather than event tokens. It points out problems for these claims, but the overall picture is a slightly modified version of Gehrkes approach.",0
